# syscall, used, works faked, works stubbed, works both
0,Y,N,N,N
1,Y,N,N,N
2,N,N,N,N
3,Y,Y,N,N
4,N,N,N,N
5,N,N,N,N
6,N,N,N,N
7,N,N,N,N
8,Y,Y,N,N
9,Y,N,N,N
10,Y,Y,N,N
11,Y,N,N,Y
12,Y,N,N,Y
13,N,N,N,N
14,N,N,N,N
15,N,N,N,N
16,N,N,N,N
17,Y,N,N,N
18,N,N,N,N
19,N,N,N,N
20,N,N,N,N
21,Y,N,N,Y
22,N,N,N,N
23,N,N,N,N
24,N,N,N,N
25,N,N,N,N
26,N,N,N,N
27,N,N,N,N
28,N,N,N,N
29,N,N,N,N
30,N,N,N,N
31,N,N,N,N
32,N,N,N,N
33,N,N,N,N
34,N,N,N,N
35,N,N,N,N
36,N,N,N,N
37,N,N,N,N
38,N,N,N,N
39,N,N,N,N
40,N,N,N,N
41,Y,N,N,Y
42,Y,N,N,Y
43,N,N,N,N
44,N,N,N,N
45,N,N,N,N
46,N,N,N,N
47,N,N,N,N
48,N,N,N,N
49,N,N,N,N
50,N,N,N,N
51,N,N,N,N
52,N,N,N,N
53,N,N,N,N
54,N,N,N,N
55,N,N,N,N
56,N,N,N,N
57,N,N,N,N
58,N,N,N,N
59,Y,N,N,N
60,N,N,N,N
61,N,N,N,N
62,N,N,N,N
63,Y,N,N,Y
64,N,N,N,N
65,N,N,N,N
66,N,N,N,N
67,N,N,N,N
68,N,N,N,N
69,N,N,N,N
70,N,N,N,N
71,N,N,N,N
72,N,N,N,N
73,N,N,N,N
74,N,N,N,N
75,N,N,N,N
76,N,N,N,N
77,N,N,N,N
78,N,N,N,N
79,N,N,N,N
80,N,N,N,N
81,N,N,N,N
82,N,N,N,N
83,N,N,N,N
84,N,N,N,N
85,N,N,N,N
86,N,N,N,N
87,N,N,N,N
88,N,N,N,N
89,N,N,N,N
90,N,N,N,N
91,N,N,N,N
92,N,N,N,N
93,N,N,N,N
94,N,N,N,N
95,N,N,N,N
96,N,N,N,N
97,N,N,N,N
98,N,N,N,N
99,N,N,N,N
100,N,N,N,N
101,N,N,N,N
102,N,N,N,N
103,N,N,N,N
104,N,N,N,N
105,N,N,N,N
106,N,N,N,N
107,N,N,N,N
108,N,N,N,N
109,N,N,N,N
110,N,N,N,N
111,N,N,N,N
112,N,N,N,N
113,N,N,N,N
114,N,N,N,N
115,N,N,N,N
116,N,N,N,N
117,N,N,N,N
118,N,N,N,N
119,N,N,N,N
120,N,N,N,N
121,N,N,N,N
122,N,N,N,N
123,N,N,N,N
124,N,N,N,N
125,N,N,N,N
126,N,N,N,N
127,N,N,N,N
128,N,N,N,N
129,N,N,N,N
130,N,N,N,N
131,N,N,N,N
132,N,N,N,N
133,N,N,N,N
134,N,N,N,N
135,N,N,N,N
136,N,N,N,N
137,N,N,N,N
138,N,N,N,N
139,N,N,N,N
140,N,N,N,N
141,N,N,N,N
142,N,N,N,N
143,N,N,N,N
144,N,N,N,N
145,N,N,N,N
146,N,N,N,N
147,N,N,N,N
148,N,N,N,N
149,N,N,N,N
150,N,N,N,N
151,N,N,N,N
152,N,N,N,N
153,N,N,N,N
154,N,N,N,N
155,N,N,N,N
156,N,N,N,N
157,N,N,N,N
158,Y,N,N,N
159,N,N,N,N
160,N,N,N,N
161,N,N,N,N
162,N,N,N,N
163,N,N,N,N
164,N,N,N,N
165,N,N,N,N
166,N,N,N,N
167,N,N,N,N
168,N,N,N,N
169,N,N,N,N
170,N,N,N,N
171,N,N,N,N
172,N,N,N,N
173,N,N,N,N
174,N,N,N,N
175,N,N,N,N
176,N,N,N,N
177,N,N,N,N
178,N,N,N,N
179,N,N,N,N
180,N,N,N,N
181,N,N,N,N
182,N,N,N,N
183,N,N,N,N
184,N,N,N,N
185,N,N,N,N
186,N,N,N,N
187,N,N,N,N
188,N,N,N,N
189,N,N,N,N
190,N,N,N,N
191,N,N,N,N
192,N,N,N,N
193,N,N,N,N
194,N,N,N,N
195,N,N,N,N
196,N,N,N,N
197,N,N,N,N
198,N,N,N,N
199,N,N,N,N
200,N,N,N,N
201,N,N,N,N
202,Y,Y,N,N
203,N,N,N,N
204,N,N,N,N
205,N,N,N,N
206,N,N,N,N
207,N,N,N,N
208,N,N,N,N
209,N,N,N,N
210,N,N,N,N
211,N,N,N,N
212,N,N,N,N
213,N,N,N,N
214,N,N,N,N
215,N,N,N,N
216,N,N,N,N
217,Y,N,N,Y
218,Y,N,N,Y
219,N,N,N,N
220,N,N,N,N
221,N,N,N,N
222,N,N,N,N
223,N,N,N,N
224,N,N,N,N
225,N,N,N,N
226,N,N,N,N
227,N,N,N,N
228,N,N,N,N
229,N,N,N,N
230,N,N,N,N
231,Y,N,N,Y
232,N,N,N,N
233,N,N,N,N
234,N,N,N,N
235,N,N,N,N
236,N,N,N,N
237,N,N,N,N
238,N,N,N,N
239,N,N,N,N
240,N,N,N,N
241,N,N,N,N
242,N,N,N,N
243,N,N,N,N
244,N,N,N,N
245,N,N,N,N
246,N,N,N,N
247,N,N,N,N
248,N,N,N,N
249,N,N,N,N
250,N,N,N,N
251,N,N,N,N
252,N,N,N,N
253,N,N,N,N
254,N,N,N,N
255,N,N,N,N
256,N,N,N,N
257,Y,N,N,N
258,N,N,N,N
259,N,N,N,N
260,N,N,N,N
261,N,N,N,N
262,Y,N,N,N
263,N,N,N,N
264,N,N,N,N
265,N,N,N,N
266,N,N,N,N
267,N,N,N,N
268,N,N,N,N
269,N,N,N,N
270,N,N,N,N
271,N,N,N,N
272,N,N,N,N
273,Y,N,N,Y
274,N,N,N,N
275,N,N,N,N
276,N,N,N,N
277,N,N,N,N
278,N,N,N,N
279,N,N,N,N
280,N,N,N,N
281,N,N,N,N
282,N,N,N,N
283,N,N,N,N
284,N,N,N,N
285,N,N,N,N
286,N,N,N,N
287,N,N,N,N
288,N,N,N,N
289,N,N,N,N
290,N,N,N,N
291,N,N,N,N
292,N,N,N,N
293,N,N,N,N
294,N,N,N,N
295,N,N,N,N
296,N,N,N,N
297,N,N,N,N
298,N,N,N,N
299,N,N,N,N
300,N,N,N,N
301,N,N,N,N
302,Y,N,N,Y
303,N,N,N,N
304,N,N,N,N
305,N,N,N,N
306,N,N,N,N
307,N,N,N,N
308,N,N,N,N
309,N,N,N,N
310,N,N,N,N
311,N,N,N,N
312,N,N,N,N
313,N,N,N,N
314,N,N,N,N
315,N,N,N,N
316,N,N,N,N
317,N,N,N,N
318,Y,N,N,Y
319,N,N,N,N
320,N,N,N,N
321,N,N,N,N
322,N,N,N,N
323,N,N,N,N
324,N,N,N,N
325,N,N,N,N
326,N,N,N,N
327,N,N,N,N
328,N,N,N,N
329,N,N,N,N
330,N,N,N,N
331,N,N,N,N
332,N,N,N,N
333,N,N,N,N
334,Y,N,N,Y
